,320,320-800,440,440-800
0,0.6530868734293316,0.6532750129699707,0.06250593318274966,0.06269407272338881
1,0.6592271411003761,0.659514904022217,0.06383109923025865,0.0641188621520996
2,0.6549294979418102,0.6550574302673347,0.06346021006949512,0.0635881423950196
3,0.6547569991344243,0.6549596786499023,0.0639643431896002,0.0641670227050782
4,0.6548522171096421,0.6550893783569335,0.06472188797756223,0.0649590492248536
5,0.6534803637224651,0.6537561416625984,0.06487400614800155,0.0651497840881349
6,0.6543001843922177,0.6545586585998538,0.06539008154797918,0.0656485557556153
7,0.6528806045873845,0.6530213356018071,0.06549542697507954,0.0656361579895021
8,0.6518025872719236,0.6520543098449715,0.06572823500751866,0.0659799575805665
9,0.6502850091279443,0.6505684852600098,0.06559443829664553,0.06587791442871099
10,0.6496588650034442,0.649888992309571,0.06575745966897087,0.0659875869750977
11,0.6489455498273103,0.6492199897766117,0.06577895055362837,0.0660533905029297
12,0.6483259106156841,0.6485743522644046,0.06618784909224638,0.0664362907409669
13,0.6472465434477703,0.6473879814147955,0.06595200685719357,0.06609344482421879
14,0.6465122853938625,0.6467666625976567,0.06638266198077614,0.0666370391845704
15,0.645732654267876,0.6459922790527346,0.06624914520415504,0.0665087699890137
16,0.64562396623602,0.645856857299805,0.0667469940375333,0.0669798851013184
17,0.6445174549349508,0.6446661949157719,0.0664782856234271,0.0666270256042481
18,0.6438356703193632,0.6440033912658696,0.06679022964553466,0.0669579505920411
19,0.6428705614004565,0.6430807113647464,0.06672920397858129,0.06693935394287119
20,0.6431478339048172,0.6433577537536626,0.06697214420755124,0.06718206405639661
21,0.6413373045660368,0.6415734291076659,0.06683292910827336,0.0670690536499024
22,0.6409099493453754,0.6410474777221681,0.06719330887296313,0.0673308372497559
23,0.6409425332178531,0.6410565376281746,0.06735606928962981,0.0674700736999513
24,0.6398136746231006,0.6399936676025393,0.06739975326689918,0.06757974624633789
25,0.6394676830045033,0.6395745277404792,0.06739756123936601,0.0675044059753419
26,0.6386823108540249,0.6388721466064456,0.06743330267531364,0.0676231384277344
27,0.6382158336354732,0.638409614562989,0.0677073535634511,0.0679011344909669
28,0.6373631752545565,0.6375517845153814,0.06771109471866746,0.0678997039794923
29,0.6366677853598524,0.6368608474731446,0.06776863069676647,0.0679616928100587
30,0.6360559487224225,0.6361594200134284,0.0678005242229102,0.0679039955139161
31,0.6355554523752698,0.6356177330017091,0.06781310465798453,0.0678753852844239
32,0.6349818742097315,0.6351099014282229,0.06809592602857908,0.06822395324707041
33,0.6343772565547512,0.6345472335815435,0.06798531166949678,0.0681552886962891
34,0.6331197800327892,0.6332192420959476,0.06800814291731043,0.0681076049804688
35,0.6331054583117738,0.6332588195800783,0.06798952966187138,0.0681428909301759
36,0.6324793663784047,0.6326427459716798,0.0680753556056996,0.06823873519897469
37,0.6313553757928497,0.6315140724182129,0.068247885253299,0.0684065818786622
38,0.6296237594452666,0.6297702789306642,0.06856380766303986,0.0687103271484375
39,0.6279926205155862,0.6280803680419923,0.06836842541670919,0.06845617294311519
40,0.6263956454262808,0.6265316009521488,0.06889242200709107,0.069028377532959
41,0.6242607576930116,0.6243300437927254,0.06888041330214167,0.0689496994018555
42,0.6214140612094562,0.6214032173156744,0.06949317040135014,0.06948232650756829
43,0.6180812399185713,0.6181178092956544,0.06975951598058297,0.0697960853576661
44,0.6144619984413262,0.614548683166504,0.06995735595475379,0.0700440406799316
45,0.6099215526485922,0.6099820137023929,0.07045374106411913,0.0705142021179199
46,0.6055157552311076,0.605441093444824,0.07092932563516037,0.0708546638488769
