,320-800,440-800
0,0.5867495536804201,0.0607872009277344
1,0.5769057273864747,0.06189346313476571
2,0.5727896690368653,0.0621495246887208
3,0.5687050819396975,0.0622115135192872
4,0.5641999244689944,0.0628256797790528
5,0.5571503639221199,0.0617632865905762
6,0.5534796714782723,0.0624017715454103
7,0.5501317977905276,0.0625882148742676
8,0.5466527938842778,0.06286716461181649
9,0.543509960174561,0.0630040168762208
10,0.5404324531555181,0.0631895065307618
11,0.5371026992797853,0.0631799697875977
12,0.5349555015563967,0.06347274780273449
13,0.5313630104064941,0.0635552406311036
14,0.5298066139221198,0.0641303062438966
15,0.5267567634582528,0.0638346672058107
16,0.5248303413391117,0.06397914886474611
17,0.5223603248596199,0.0641551017761231
18,0.5200042724609382,0.06395769119262709
19,0.5187363624572758,0.0646424293518067
20,0.5170593261718751,0.064568042755127
21,0.5150012969970703,0.0645227432250977
22,0.5131111145019536,0.0644359588623047
23,0.5116600990295417,0.0646057128906251
24,0.5100212097167972,0.0649986267089844
25,0.5086441040039068,0.0645842552185059
26,0.507437229156495,0.06484937667846691
27,0.5059261322021488,0.0648183822631837
28,0.5045199394226076,0.0647931098937989
29,0.5037479400634772,0.0648956298828125
30,0.5025858879089355,0.0649180412292481
31,0.5016164779663091,0.0653595924377443
32,0.5004963874816897,0.0651893615722657
33,0.49938106536865234,0.0651397705078125
34,0.49808311462402366,0.0650920867919922
35,0.49760198593139676,0.0650448799133302
36,0.49670648574829146,0.06547498703002931
37,0.4956121444702154,0.06551647186279301
38,0.49417114257812544,0.0653562545776368
39,0.49180984497070324,0.0653228759765626
40,0.4897365570068366,0.0651583671569825
41,0.4877119064331059,0.0651512145996095
42,0.48478794097900385,0.0652489662170411
43,0.4821214675903327,0.0648736953735352
44,0.47972440719604537,0.06457948684692391
45,0.4777617454528813,0.06439971923828129
46,0.47627878189086914,0.0643477439880371
