,320-800,440-800
0,0.7019157409667974,0.06231927871704109
1,0.6997923851013186,0.0629630088806153
2,0.6935925483703621,0.0635900497436524
3,0.6925210952758792,0.0642566680908204
4,0.6913676261901857,0.0649948120117188
5,0.690546035766602,0.06535243988037119
6,0.6884407997131355,0.0659270286560059
7,0.6867008209228523,0.06588697433471691
8,0.6853289604187017,0.0662579536437989
9,0.684000492095948,0.0663828849792481
10,0.682029724121094,0.06670188903808609
11,0.6808943748474126,0.0669932365417482
12,0.6797251701354987,0.06719303131103521
13,0.6785345077514655,0.06742143630981451
14,0.676777839660645,0.0678687095642091
15,0.6750640869140626,0.06780958175659181
16,0.6735529899597171,0.0677819252014161
17,0.6718573570251468,0.06815767288208009
18,0.6707649230957031,0.0680441856384278
19,0.6694231033325194,0.06838083267211921
20,0.6674170494079594,0.068450927734375
21,0.6666555404663088,0.0686721801757813
22,0.6653413772583016,0.0688195228576661
23,0.6646127700805663,0.0690441131591797
24,0.6623783111572267,0.0690016746520997
25,0.661557674407959,0.0692524909973145
26,0.6605877876281736,0.0693464279174805
27,0.6597523689270027,0.06927633285522469
28,0.6583547592163086,0.0694146156311036
29,0.656975269317627,0.0695929527282716
30,0.6559262275695806,0.0697970390319825
31,0.6544942855834969,0.06973218917846691
32,0.653353214263916,0.0697093009948731
33,0.6522383689880377,0.0698161125183106
34,0.6513538360595704,0.07004356384277349
35,0.6501455307006838,0.07007169723510749
36,0.6494193077087407,0.0702710151672364
37,0.6481814384460457,0.0703997611999512
38,0.64520263671875,0.0705108642578126
39,0.6425833702087405,0.0708718299865723
40,0.63971757888794,0.0708794593811035
41,0.6357274055480964,0.0712885856628419
42,0.6308546066284185,0.07170057296752941
43,0.6257729530334472,0.0721635818481445
44,0.620319366455078,0.0733423233032227
45,0.6136007308959964,0.0736784934997559
46,0.6067929267883306,0.0743966102600098
