,320,320-800,440,440-800
0,0.6015024588475774,0.6015763282775879,0.061279814041669156,0.061353683471679694
1,0.6030702282540249,0.6031093597412118,0.06160637632531319,0.0616455078125001
2,0.6005614622315368,0.6005315780639652,0.062103591748138086,0.0620737075805665
3,0.5951790833354597,0.5951342582702643,0.062042238700449205,0.0619974136352539
4,0.5913484108388725,0.5913791656494144,0.062402011150151426,0.062432765960693394
5,0.5873734488416081,0.5873146057128913,0.06256504201177349,0.0625061988830567
6,0.5837239578588692,0.5836939811706551,0.06281035693723767,0.0627803802490235
7,0.5808388036281914,0.5808172225952155,0.06334555564235106,0.06332397460937511
8,0.5776887485637003,0.5776228904724123,0.06359010430710837,0.06352424621582041
9,0.5747429624718813,0.5746908187866211,0.06423728620235018,0.06418514251709
10,0.5719436033448178,0.5717773437500002,0.064296089001556,0.06412982940673839
11,0.5693103662177704,0.5691366195678716,0.06442707688061165,0.0642533302307129
12,0.5664946499155532,0.5664043426513675,0.06466216471657828,0.06457185745239259
13,0.5643019605038773,0.5641884803771974,0.06478690389376975,0.0646734237670899
14,0.5615703312318724,0.5614328384399422,0.06495110668353188,0.0648136138916017
15,0.5597299556827071,0.5595746040344238,0.06534948159213096,0.0651941299438477
16,0.5577739933829997,0.557605266571045,0.06576292313153473,0.0655941963195801
17,0.5554128974231324,0.5553288459777834,0.06559003289066155,0.0655059814453126
18,0.5530517089426227,0.5528578758239752,0.06577896953222173,0.0655851364135742
19,0.5514029317827375,0.551218032836915,0.06568754253102778,0.06550264358520519
20,0.5490775559079,0.548852920532227,0.06585554815643468,0.06563091278076179
21,0.5480551577326076,0.5478334426879882,0.06611250407660196,0.0658907890319825
22,0.5464516041883785,0.5462126731872561,0.066036259950097,0.0657973289489747
23,0.544301111306718,0.544079303741456,0.06644542893367034,0.0662236213684083
24,0.5437741777790125,0.5435247421264646,0.06650262092476471,0.0662531852722169
25,0.5413392764418872,0.5411515235900878,0.06663644135887953,0.0664486885070802
26,0.5403845725367915,0.540033340454102,0.06665400841935956,0.06630277633667
27,0.5393591496481828,0.5390944480895999,0.06707292528294809,0.06680822372436529
28,0.5382323881879976,0.5379357337951668,0.06694656818067259,0.0666499137878418
29,0.5373693153039736,0.5371184349060062,0.06700474468629758,0.06675386428833019
30,0.5361582699106704,0.5358819961547855,0.06688470271096308,0.0666084289550782
31,0.5351651936621221,0.534882545471192,0.06709707079835203,0.0668144226074219
32,0.5340900848160933,0.5336961746215826,0.06699184873210857,0.0665979385375978
33,0.5331078334827334,0.53280258178711,0.06711681328009618,0.06681156158447281
34,0.5322434107462569,0.5319423675537114,0.06739346186319997,0.06709241867065441
35,0.5312113358606755,0.5308284759521492,0.06739993830818446,0.0670170783996582
36,0.5305585718866604,0.5302686691284181,0.067443833422305,0.0671539306640626
37,0.5293409077089226,0.5289778709411623,0.0675861088197623,0.067223072052002
38,0.527565989328261,0.5270934104919434,0.06765035135829035,0.0671777725219727
39,0.5262366076607018,0.5258393287658693,0.06767137252276224,0.0672740936279297
40,0.5243542396014016,0.5239810943603522,0.06777073969295375,0.0673975944519043
41,0.5224309015036822,0.5219755172729499,0.0679187822104687,0.0674633979797364
42,0.5199746302704318,0.5193881988525395,0.06794969359440592,0.0673632621765137
43,0.5173692015273063,0.5167312622070314,0.06799214159078265,0.0673542022705078
44,0.5155782486075785,0.5149664878845215,0.06815812836832078,0.0675463676452637
45,0.5129052015086316,0.5121617317199711,0.06805189569198072,0.0673084259033203
46,0.5094733024711042,0.5086245536804203,0.06782768021768597,0.0669789314270019
