,320,320-800,440,440-800
0,0.5413413190129981,0.5414113998413089,0.06103993885552709,0.061110019683837905
1,0.48658339894233127,0.4866509437561042,0.0675293675702603,0.0675969123840332
2,0.44847644976715606,0.4484882354736335,0.07198776415924531,0.07199954986572271
3,0.4252411832856893,0.4253702163696287,0.0753805151033165,0.0755095481872559
4,0.4063725969684661,0.40640592575073275,0.07733683799629792,0.0773701667785646
5,0.3957355722266056,0.39580297470092834,0.07913429582889998,0.07920169830322271
6,0.38854163440305806,0.3885850906372071,0.08077185901243303,0.0808153152465821
7,0.3836585158732404,0.3836750984191898,0.08171187585859167,0.0817284584045411
8,0.38006341516675074,0.3802652359008792,0.08233535349072514,0.0825371742248536
9,0.37714410895731976,0.3771433830261237,0.08243204230692855,0.08243131637573249
10,0.3761009339669449,0.37612628936767556,0.0827645425179705,0.0827898979187012
11,0.37524976303328345,0.3752760887145997,0.08302201797713103,0.08304834365844731
12,0.3749826915228545,0.3749289512634278,0.083301401850003,0.0832476615905763
13,0.37524393897744585,0.37526941299438515,0.08348397117349053,0.0835094451904298
14,0.37559965712514154,0.3755884170532233,0.08365658385243584,0.0836453437805176
15,0.375636805349322,0.3756260871887212,0.08377193337056177,0.08376121520996099
16,0.37597341679815044,0.37601232528686535,0.08396644734624613,0.08400535583496099
17,0.3763505997349372,0.37643241882324197,0.0839998306919687,0.08408164978027349
18,0.3764838199710374,0.3764781951904299,0.0843395214175704,0.0843338966369629
19,0.3770456598765813,0.37709474563598616,0.0844197557933296,0.0844688415527345
20,0.37762567415759335,0.3776450157165527,0.08449384584948799,0.08451318740844731
21,0.3778250015790195,0.3777532577514654,0.08478043447086471,0.0847086906433106
22,0.37826682086014635,0.3782420158386231,0.08468628878617175,0.0846614837646485
23,0.37798644061112263,0.37794160842895486,0.08479643816971665,0.0847516059875489
24,0.3781053842003665,0.3780908584594726,0.08459733137443891,0.084582805633545
25,0.37866594305085954,0.3786230087280279,0.08490516653108363,0.084862232208252
26,0.378546823909627,0.3786578178405765,0.08515511935030058,0.08526611328125011
27,0.3787599463961024,0.3787169456481939,0.08482321696494943,0.084780216217041
28,0.3787334214395549,0.37872743606567355,0.08471276866855915,0.0847067832946778
29,0.37872144357482007,0.3786888122558595,0.0848319210223298,0.0847992897033692
30,0.37877618021039855,0.3788833618164065,0.0849300498393045,0.0850372314453125
31,0.37933709728184095,0.3792848587036139,0.08508613216343217,0.0850338935852051
32,0.3795746784305099,0.3795266151428223,0.08493652153964068,0.0848884582519531
33,0.3793319445937433,0.3792557716369635,0.0844944697707447,0.0844182968139649
34,0.37937653479884575,0.3792634010314947,0.08485281882594484,0.0847396850585938
35,0.3796886614899143,0.3797588348388678,0.0847591570953825,0.084829330444336
36,0.37975056728913476,0.37974739074707087,0.08452447018220066,0.0845212936401368
37,0.3798056929858767,0.3797364234924321,0.08482325966678453,0.0847539901733399
38,0.3801715267238335,0.3801398277282717,0.08484672432515168,0.0848150253295899
39,0.3799217921584399,0.3798823356628417,0.0848544818251881,0.0848150253295899
40,0.38004997832265114,0.379930973052979,0.08490351302113706,0.0847845077514649
41,0.3800821683893156,0.3799800872802734,0.08489564876651297,0.0847935676574708
42,0.380056817733233,0.3799295425415037,0.08469863673347744,0.0845713615417481
43,0.38038008485860547,0.3803019523620611,0.08487503801412259,0.08479690551757821
44,0.3802344549947708,0.3801488876342772,0.08475086582240775,0.08466529846191409
45,0.3809451534973453,0.3807783126831059,0.08460897948611437,0.084442138671875
46,0.3815106823669735,0.3813166618347166,0.0849098637329406,0.0847158432006837
